No.,Time,Source,Destination,Protocol,Tag,Length,Info
1,56:55.0,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=66 TSval=2220725123 TSecr=1777443977"
2,56:55.0,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=67 Win=83 Len=0 TSval=1777445072 TSecr=2220725123
3,56:55.5,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=58 TSval=552499631 TSecr=2194137526"
4,56:55.5,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=59 Win=83 Len=0 TSval=2194138627 TSecr=552499631
5,56:55.6,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=30 TSval=1776230594 TSecr=3277204721"
6,56:55.6,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=31 Win=83 Len=0 TSval=3277205795 TSecr=1776230594
7,56:55.8,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=46 TSval=2091381336 TSecr=2650897214"
8,56:55.8,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=47 Win=83 Len=0 TSval=2650898315 TSecr=2091381336
9,56:56.0,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=46 TSval=3350812610 TSecr=2773688330"
10,56:56.0,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=47 Win=83 Len=0 TSval=2773689542 TSecr=3350812610
11,56:56.1,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=46 TSval=1181303231 TSecr=2456340466"
12,56:56.1,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=47 Win=83 Len=0 TSval=2456341667 TSecr=1181303231
13,56:56.3,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=67 Ack=1 Win=85 Len=66 TSval=2220726362 TSecr=1777445072"
14,56:56.3,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=133 Win=83 Len=0 TSval=1777446311 TSecr=2220726362
15,56:56.7,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=31 Ack=1 Win=85 Len=30 TSval=1776231605 TSecr=3277205795"
16,56:56.7,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=61 Win=83 Len=0 TSval=3277206806 TSecr=1776231605
17,56:56.7,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=59 Ack=1 Win=85 Len=58 TSval=552500811 TSecr=2194138627"
18,56:56.7,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=117 Win=83 Len=0 TSval=2194139807 TSecr=552500811
19,56:56.9,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=47 Ack=1 Win=85 Len=46 TSval=2091382513 TSecr=2650898315"
20,56:56.9,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=93 Win=83 Len=0 TSval=2650899492 TSecr=2091382513
21,56:57.2,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=47 Ack=1 Win=85 Len=46 TSval=3350813822 TSecr=2773689542"
22,56:57.2,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=93 Win=83 Len=0 TSval=2773690754 TSecr=3350813822
23,56:57.3,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=47 Ack=1 Win=85 Len=46 TSval=1181304361 TSecr=2456341667"
24,56:57.3,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=93 Win=83 Len=0 TSval=2456342797 TSecr=1181304361
25,56:57.5,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=133 Ack=1 Win=85 Len=66 TSval=2220727565 TSecr=1777446311"
26,56:57.5,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=199 Win=83 Len=0 TSval=1777447514 TSecr=2220727565
27,56:57.7,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=61 Ack=1 Win=85 Len=30 TSval=1776232685 TSecr=3277206806"
28,56:57.7,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=91 Win=83 Len=0 TSval=3277207886 TSecr=1776232685
29,56:57.9,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=117 Ack=1 Win=85 Len=58 TSval=552501951 TSecr=2194139807"
30,56:57.9,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=175 Win=83 Len=0 TSval=2194140947 TSecr=552501951
31,56:58.1,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=93 Ack=1 Win=85 Len=46 TSval=2091383637 TSecr=2650899492"
32,56:58.1,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=139 Win=83 Len=0 TSval=2650900617 TSecr=2091383637
33,56:58.3,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=93 Ack=1 Win=85 Len=46 TSval=3350814979 TSecr=2773690754"
34,56:58.3,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=139 Win=83 Len=0 TSval=2773691911 TSecr=3350814979
35,56:58.4,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=93 Ack=1 Win=85 Len=46 TSval=1181305484 TSecr=2456342797"
36,56:58.4,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=139 Win=83 Len=0 TSval=2456343920 TSecr=1181305484
37,56:58.9,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=91 Ack=1 Win=85 Len=30 TSval=1776233798 TSecr=3277207886"
38,56:58.9,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=121 Win=83 Len=0 TSval=3277208999 TSecr=1776233798
39,56:58.9,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=199 Ack=1 Win=85 Len=66 TSval=2220728963 TSecr=1777447514"
40,56:58.9,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=265 Win=83 Len=0 TSval=1777448912 TSecr=2220728963
41,56:59.0,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=175 Ack=1 Win=85 Len=58 TSval=552503058 TSecr=2194140947"
42,56:59.0,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=233 Win=83 Len=0 TSval=2194142054 TSecr=552503058
43,56:59.3,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=139 Ack=1 Win=85 Len=46 TSval=2091384819 TSecr=2650900617"
44,56:59.3,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=185 Win=83 Len=0 TSval=2650901798 TSecr=2091384819
45,56:59.4,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=139 Ack=1 Win=85 Len=46 TSval=3350816070 TSecr=2773691911"
46,56:59.4,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=185 Win=83 Len=0 TSval=2773693002 TSecr=3350816070
47,56:59.5,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=139 Ack=1 Win=85 Len=46 TSval=1181306627 TSecr=2456343920"
48,56:59.5,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=185 Win=83 Len=0 TSval=2456345063 TSecr=1181306627
49,56:59.9,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=121 Ack=1 Win=85 Len=30 TSval=1776234872 TSecr=3277208999"
50,56:59.9,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=151 Win=83 Len=0 TSval=3277210073 TSecr=1776234872
51,57:00.0,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=265 Ack=1 Win=85 Len=66 TSval=2220730058 TSecr=1777448912"
52,57:00.0,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=331 Win=83 Len=0 TSval=1777450007 TSecr=2220730058
53,57:00.1,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=233 Ack=1 Win=85 Len=58 TSval=552504221 TSecr=2194142054"
54,57:00.1,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=291 Win=83 Len=0 TSval=2194143217 TSecr=552504221
55,57:00.3,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=185 Ack=1 Win=85 Len=46 TSval=2091385885 TSecr=2650901798"
56,57:00.3,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=231 Win=83 Len=0 TSval=2650902864 TSecr=2091385885
57,57:00.5,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=185 Ack=1 Win=85 Len=46 TSval=3350817128 TSecr=2773693002"
58,57:00.5,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=231 Win=83 Len=0 TSval=2773694060 TSecr=3350817128
59,57:00.6,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=185 Ack=1 Win=85 Len=46 TSval=1181307647 TSecr=2456345063"
60,57:00.6,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=231 Win=83 Len=0 TSval=2456346083 TSecr=1181307647
61,57:01.0,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=151 Ack=1 Win=85 Len=30 TSval=1776235910 TSecr=3277210073"
62,57:01.0,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=181 Win=83 Len=0 TSval=3277211111 TSecr=1776235910
63,57:01.0,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=331 Ack=1 Win=85 Len=66 TSval=2220731124 TSecr=1777450007"
64,57:01.0,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=397 Win=83 Len=0 TSval=1777451073 TSecr=2220731124
65,57:01.2,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=291 Ack=1 Win=85 Len=58 TSval=552505255 TSecr=2194143217"
66,57:01.2,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=349 Win=83 Len=0 TSval=2194144251 TSecr=552505255
67,57:01.4,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=231 Ack=1 Win=85 Len=46 TSval=2091387008 TSecr=2650902864"
68,57:01.4,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=277 Win=83 Len=0 TSval=2650903987 TSecr=2091387008
69,57:01.5,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=231 Ack=1 Win=85 Len=46 TSval=3350818163 TSecr=2773694060"
70,57:01.5,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=277 Win=83 Len=0 TSval=2773695095 TSecr=3350818163
71,57:01.7,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=231 Ack=1 Win=85 Len=46 TSval=1181308824 TSecr=2456346083"
72,57:01.7,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=277 Win=83 Len=0 TSval=2456347260 TSecr=1181308824
73,57:02.0,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=181 Ack=1 Win=85 Len=30 TSval=1776236960 TSecr=3277211111"
74,57:02.0,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=211 Win=83 Len=0 TSval=3277212161 TSecr=1776236960
75,57:02.2,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=397 Ack=1 Win=85 Len=66 TSval=2220732237 TSecr=1777451073"
76,57:02.2,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=463 Win=83 Len=0 TSval=1777452186 TSecr=2220732237
77,57:02.2,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=349 Ack=1 Win=85 Len=58 TSval=552506337 TSecr=2194144251"
78,57:02.2,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=407 Win=83 Len=0 TSval=2194145333 TSecr=552506337
79,57:02.5,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=277 Ack=1 Win=85 Len=46 TSval=2091388100 TSecr=2650903987"
80,57:02.5,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=323 Win=83 Len=0 TSval=2650905079 TSecr=2091388100
81,57:02.5,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=277 Ack=1 Win=85 Len=46 TSval=3350819177 TSecr=2773695095"
82,57:02.5,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=323 Win=83 Len=0 TSval=2773696109 TSecr=3350819177
83,57:02.7,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=277 Ack=1 Win=85 Len=46 TSval=1181309843 TSecr=2456347260"
84,57:02.7,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=323 Win=83 Len=0 TSval=2456348279 TSecr=1181309843
85,57:03.0,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=211 Ack=1 Win=85 Len=30 TSval=1776237983 TSecr=3277212161"
86,57:03.0,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=241 Win=83 Len=0 TSval=3277213184 TSecr=1776237983
87,57:03.2,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=463 Ack=1 Win=85 Len=66 TSval=2220733326 TSecr=1777452186"
88,57:03.2,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=529 Win=83 Len=0 TSval=1777453275 TSecr=2220733326
89,57:03.4,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=407 Ack=1 Win=85 Len=58 TSval=552507468 TSecr=2194145333"
90,57:03.4,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=465 Win=83 Len=0 TSval=2194146465 TSecr=552507468
91,57:03.5,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=323 Ack=1 Win=85 Len=46 TSval=2091389117 TSecr=2650905079"
92,57:03.5,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=369 Win=83 Len=0 TSval=2650906096 TSecr=2091389117
93,57:03.7,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=323 Ack=1 Win=85 Len=46 TSval=3350820374 TSecr=2773696109"
94,57:03.7,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=369 Win=83 Len=0 TSval=2773697306 TSecr=3350820374
95,57:03.8,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=323 Ack=1 Win=85 Len=46 TSval=1181310922 TSecr=2456348279"
96,57:03.8,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=369 Win=83 Len=0 TSval=2456349358 TSecr=1181310922
97,57:04.1,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=241 Ack=1 Win=85 Len=30 TSval=1776239019 TSecr=3277213184"
98,57:04.1,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=271 Win=83 Len=0 TSval=3277214220 TSecr=1776239019
99,57:04.3,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=529 Ack=1 Win=85 Len=66 TSval=2220734419 TSecr=1777453275"
100,57:04.3,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=595 Win=83 Len=0 TSval=1777454368 TSecr=2220734419
101,57:04.6,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=369 Ack=1 Win=85 Len=46 TSval=2091390143 TSecr=2650906096"
102,57:04.6,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=415 Win=83 Len=0 TSval=2650907122 TSecr=2091390143
103,57:04.6,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=465 Ack=1 Win=85 Len=58 TSval=552508703 TSecr=2194146465"
104,57:04.6,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=523 Win=83 Len=0 TSval=2194147699 TSecr=552508703
105,57:04.8,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=369 Ack=1 Win=85 Len=46 TSval=3350821398 TSecr=2773697306"
106,57:04.8,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=415 Win=83 Len=0 TSval=2773698330 TSecr=3350821398
107,57:04.8,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=369 Ack=1 Win=85 Len=46 TSval=1181311945 TSecr=2456349358"
108,57:04.8,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=415 Win=83 Len=0 TSval=2456350381 TSecr=1181311945
109,57:05.1,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=271 Ack=1 Win=85 Len=30 TSval=1776240028 TSecr=3277214220"
110,57:05.1,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=301 Win=83 Len=0 TSval=3277215229 TSecr=1776240028
111,57:05.4,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=595 Ack=1 Win=85 Len=66 TSval=2220735446 TSecr=1777454368"
112,57:05.4,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=661 Win=83 Len=0 TSval=1777455395 TSecr=2220735446
113,57:05.6,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=523 Ack=1 Win=85 Len=58 TSval=552509730 TSecr=2194147699"
114,57:05.6,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=581 Win=83 Len=0 TSval=2194148726 TSecr=552509730
115,57:05.7,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=415 Ack=1 Win=85 Len=46 TSval=2091391229 TSecr=2650907122"
116,57:05.7,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=461 Win=83 Len=0 TSval=2650908208 TSecr=2091391229
117,57:05.8,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=415 Ack=1 Win=85 Len=46 TSval=3350822479 TSecr=2773698330"
118,57:05.8,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=461 Win=83 Len=0 TSval=2773699411 TSecr=3350822479
119,57:05.9,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=415 Ack=1 Win=85 Len=46 TSval=1181312961 TSecr=2456350381"
120,57:05.9,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=461 Win=83 Len=0 TSval=2456351397 TSecr=1181312961
121,57:06.1,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=301 Ack=1 Win=85 Len=30 TSval=1776241075 TSecr=3277215229"
122,57:06.1,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=331 Win=83 Len=0 TSval=3277216276 TSecr=1776241075
123,57:06.5,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=661 Ack=1 Win=85 Len=66 TSval=2220736538 TSecr=1777455395"
124,57:06.5,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=727 Win=83 Len=0 TSval=1777456487 TSecr=2220736538
125,57:06.7,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=461 Ack=1 Win=85 Len=46 TSval=2091392247 TSecr=2650908208"
126,57:06.7,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=507 Win=83 Len=0 TSval=2650909226 TSecr=2091392247
127,57:06.8,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=581 Ack=1 Win=85 Len=58 TSval=552510932 TSecr=2194148726"
128,57:06.8,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=639 Win=83 Len=0 TSval=2194149928 TSecr=552510932
129,57:06.9,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=461 Ack=1 Win=85 Len=46 TSval=3350823569 TSecr=2773699411"
130,57:06.9,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=507 Win=83 Len=0 TSval=2773700501 TSecr=3350823569
131,57:07.0,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=461 Ack=1 Win=85 Len=46 TSval=1181314111 TSecr=2456351397"
132,57:07.0,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=507 Win=83 Len=0 TSval=2456352547 TSecr=1181314111
133,57:07.1,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=331 Ack=1 Win=85 Len=30 TSval=1776242094 TSecr=3277216276"
134,57:07.1,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=361 Win=83 Len=0 TSval=3277217295 TSecr=1776242094
135,57:07.6,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=727 Ack=1 Win=85 Len=66 TSval=2220737643 TSecr=1777456487"
136,57:07.6,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=793 Win=83 Len=0 TSval=1777457592 TSecr=2220737643
137,57:07.8,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=507 Ack=1 Win=85 Len=46 TSval=2091393397 TSecr=2650909226"
138,57:07.8,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=553 Win=83 Len=0 TSval=2650910376 TSecr=2091393397
139,57:08.0,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=639 Ack=1 Win=85 Len=58 TSval=552512074 TSecr=2194149928"
140,57:08.0,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=697 Win=83 Len=0 TSval=2194151070 TSecr=552512074
141,57:08.0,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=507 Ack=1 Win=85 Len=46 TSval=3350824645 TSecr=2773700501"
142,57:08.0,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=553 Win=83 Len=0 TSval=2773701577 TSecr=3350824645
143,57:08.0,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=507 Ack=1 Win=85 Len=46 TSval=1181315140 TSecr=2456352547"
144,57:08.0,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=553 Win=83 Len=0 TSval=2456353576 TSecr=1181315140
145,57:08.2,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=361 Ack=1 Win=85 Len=30 TSval=1776243164 TSecr=3277217295"
146,57:08.2,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=391 Win=83 Len=0 TSval=3277218365 TSecr=1776243164
147,57:08.6,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=793 Ack=1 Win=85 Len=66 TSval=2220738730 TSecr=1777457592"
148,57:08.6,100.6.0.22,100.6.0.13,TCP,1,66,38438  >  991 [ACK] Seq=1 Ack=859 Win=83 Len=0 TSval=1777458679 TSecr=2220738730
149,57:08.9,100.6.0.12,100.6.0.22,TCP,1,112,"991  >  39224 [PSH, ACK] Seq=553 Ack=1 Win=85 Len=46 TSval=2091394433 TSecr=2650910376"
150,57:08.9,100.6.0.22,100.6.0.12,TCP,1,66,39224  >  991 [ACK] Seq=1 Ack=599 Win=83 Len=0 TSval=2650911412 TSecr=2091394433
151,57:09.0,100.6.0.16,100.6.0.22,TCP,1,124,"991  >  39646 [PSH, ACK] Seq=697 Ack=1 Win=85 Len=58 TSval=552513143 TSecr=2194151070"
152,57:09.0,100.6.0.22,100.6.0.16,TCP,1,66,39646  >  991 [ACK] Seq=1 Ack=755 Win=83 Len=0 TSval=2194152139 TSecr=552513143
153,57:09.1,100.6.0.11,100.6.0.22,TCP,1,112,"991  >  49370 [PSH, ACK] Seq=553 Ack=1 Win=85 Len=46 TSval=3350825754 TSecr=2773701577"
154,57:09.1,100.6.0.22,100.6.0.11,TCP,1,66,49370  >  991 [ACK] Seq=1 Ack=599 Win=83 Len=0 TSval=2773702686 TSecr=3350825754
155,57:09.2,100.6.0.14,100.6.0.22,TCP,1,112,"991  >  48900 [PSH, ACK] Seq=553 Ack=1 Win=85 Len=46 TSval=1181316260 TSecr=2456353576"
156,57:09.2,100.6.0.22,100.6.0.14,TCP,1,66,48900  >  991 [ACK] Seq=1 Ack=599 Win=83 Len=0 TSval=2456354696 TSecr=1181316260
157,57:09.2,100.6.0.15,100.6.0.22,TCP,1,96,"991  >  37484 [PSH, ACK] Seq=391 Ack=1 Win=85 Len=30 TSval=1776244173 TSecr=3277218365"
158,57:09.2,100.6.0.22,100.6.0.15,TCP,1,66,37484  >  991 [ACK] Seq=1 Ack=421 Win=83 Len=0 TSval=3277219374 TSecr=1776244173
159,57:09.7,100.6.0.13,100.6.0.22,TCP,1,132,"991  >  38438 [PSH, ACK] Seq=859 Ack=1 Win=85 Len=66 TSval=2220739823 TSecr=1777458679"
